"PlantID" "Electricity" "SO2" "NOX" "CapStock" "Employees" "HC_Coal" "HC_Oil" "HC_Gas"
"1" 3 24.0904371108344 158.680500622665 73.592396014944 2025049588.9358 418.636363636364 68142.548967866 34.070889624263 474.740954267746
"2" 8 20.7183501867995 253.618727272727 66.5178530510585 1897145188.40474 488.545454545455 59971.2749082217 113.863476063053 0
"3" 470 9.70637584059776 32.4296264009963 45.0193399750934 991533183.909404 114.272727272727 29559.2363634665 36.4902612929395 28.9928420988792
"4" 602 14.8476789539228 78.2697110834371 45.128702366127 1865761816.20244 148.818181818182 43273.9383783512 242.316742080419 0
"5" 641 12.4021501867995 265.630864259028 54.3575491905355 1509769704.04562 239.545454545455 38103.8927565594 37.8759790716747 601.132921046077
"6" 708 9.9080801992528 129.59898879203 43.5722938978829 1058290980.15476 278.454545454545 30480.7393937081 60.825936693479 0
"7" 709 25.3558313823163 245.402505603985 110.480398505604 1682332687.96021 431.272727272727 72773.624509082 47.6596638470735 0
"8" 728 13.3679526774595 221.438156911582 43.066400996264 1604542795.65482 414.090909090909 40673.5645754541 81.1057955169967 0
"9" 856 9.04875143212951 66.9264657534247 36.1229589041096 1039437247.60407 158.636363636364 26466.8135782431 39.5545766578341 0
"10" 861 9.60706351183063 287.592373599004 80.8117534246576 1239545549.1391 286.636363636364 29995.4058093325 44.2794486576508 0
"11" 862 1.13035279950187 30.2768293897883 5.99672727272728 498091151.555044 101.545454545455 3694.48723820623 23.076631176662 0
"12" 863 1.42496503113325 32.9123262764633 5.53142465753424 386839188.461241 89.9090909090909 4486.22701855293 28.9030009392762 0
"13" 864 3.06381414694894 72.6458630136986 10.825098381071 761133302.116495 146.545454545455 9364.14028915966 184.252000151589 0
"14" 876 10.3839526774595 356.540132004981 93.781491905355 1514518309.36436 299.181818181818 34603.7289286177 0 76.8871152328768
"15" 879 11.3659686176837 52.4266525529265 61.3342366127024 3084548140.35977 363.727272727273 39168.1228622316 0 138.931114540722
"16" 887 17.5048343711083 242.562881693649 57.7529290161893 2081264905.84826 345.454545454545 53063.9788821818 43.7104147922317 62.3075944221669
"17" 889 25.3815623262765 648.661509339975 162.417603985056 1957084995.38243 264.090909090909 75598.4608074635 75.5827165031133 0
"18" 983 26.1659514321295 662.883163138231 177.35202988792 1927783439.18675 390.454545454545 75353.3734395601 15.5940207257589 0
"19" 988 10.8106094645081 161.259870485679 63.8296164383562 1870827820.8934 311.909090909091 30896.7121340309 132.154417119918 0
"20" 991 1.74613250311332 30.1 6.45752179327522 659723320.990145 99.1818181818182 5851.44573693699 67.1471552751826 0
"21" 994 25.5274219178082 283.188592777086 74.2280149439602 2971356929.60985 324.363636363636 77487.8527612513 103.391064247324 0
"22" 1004 0.442921448069738 12.8510709838107 3.03286674968867 373443118.147999 66.6363636363636 1742.56887656189 30.240444373599 0
"23" 1008 6.05377875466999 126.893855541719 28.0282615193026 836700533.07456 151.454545454545 18889.6368180105 148.523988745798 0
"24" 1012 5.40259580572852 122.77794520548 25.0480249066002 598373088.971804 86.4545454545455 16981.8962150331 5.31105468657534 14.8686564463263
"25" 1047 2.76082887870486 15.8444657534246 17.7471407222914 524391558.204484 51.1818181818182 9526.36738836314 34.0358286127024 0
"26" 1250 4.88511830635118 12.5295367372354 18.2684084682441 664398604.597004 134.909090909091 16201.304364925 0 301.087147006476
"27" 1355 8.58793250311332 139.834525529265 28.8910684931507 754666881.202713 149.181818181818 26697.9438505405 49.8692641996513 0
"28" 1356 25.4178772104608 255.35103860523 82.6753175591532 2222645890.46904 237.363636363636 76462.1024181071 133.574225603985 0
"29" 1357 2.44403686176837 53.1817285180573 13.0946749688668 404580168.016774 105.272727272727 8313.88704580722 10.4124741758406 0
"30" 1364 19.5820777085928 350.527212951432 71.0727745952677 1927540269.18652 418.545454545455 58578.8166508752 166.13480123905 89.5803309526775
"31" 1570 1.17397882938979 9.38056288916563 3.77387795765878 344841334.848412 66.3636363636364 3689.92404706401 24.4232056064757 0
"32" 1606 2.8537167618929 27.5108343711083 10.8947148194272 214431032.185056 68.0909090909091 8187.49454617435 7.25424420462366 0
"33" 1695 5.27156164383562 30.4021120797011 17.7349115815691 819684174.526058 166.272727272727 15429.9051024538 31.7898686017435 17.8615763387298
"34" 1745 9.1321098381071 53.3374694894147 30.0500124533001 1997587188.47887 326.272727272727 27852.8180765201 123.583880623898 0
"35" 1943 0.800835691158157 4.39888667496887 4.49375591531756 246814226.23222 42.2727272727273 2770.83057047821 10.2981221305106 0
"36" 2080 5.77399919302615 66.5830211706103 24.297195516812 620843845.728153 157.363636363636 17542.1224327786 33.9590815287243 0
"37" 2103 31.5006801992528 554.790186799502 102.004383561644 3071631461.97842 466.454545454545 93109.4331036687 284.596182049315 0
"38" 2107 10.0044266500623 197.3020249066 76.3812702366127 1161374679.44786 248.545454545455 30886.3178499034 34.5665079437111 0
"39" 2526 2.03887455666252 31.9983686176837 7.65414694894147 478206410.181899 75.2727272727273 6549.54825810261 31.6594070204189 0
"40" 2527 2.49025133723537 39.9232478206725 9.41239601494396 488712777.916863 83.1818181818182 7780.92163740972 38.9341122702366 0
