"PlantID" "Electricity" "SO2" "NOX" "CapStock" "Employees" "HC_Coal" "HC_Oil" "HC_Gas"
"41" 2535 5.53688881195517 68.6308468244085 15.7684757160648 520534805.85017 89.5454545454545 15320.5098306919 14.4464590159935 0
"42" 2549 11.2320418430884 136.050929016189 49.7100249066002 2121601245.80001 291.454545454545 34428.6460492618 0 0
"43" 2554 9.72471033623911 146.32302615193 26.6489464508095 1208664152.96302 204.727272727273 28319.0090146371 27.2924599882237 0
"44" 2642 3.43937085927771 56.1916911581569 10.3253100871731 518795358.808065 132.727272727273 10617.3549967173 40.7841321564134 0
"45" 2706 6.23774171855542 49.3116537982565 25.7976288916563 409059485.00726 83.1818181818182 18021.4647174351 33.920658015198 0
"46" 2718 6.77050510585305 49.2246176836862 19.2299302615193 1208355387.88296 152.454545454545 19805.4768307293 140.440396981916 0
"47" 2721 5.63828941469489 41.1499476961395 16.2501270236613 935907154.284305 139.818181818182 16453.1054373235 58.3266283465091 0
"48" 2727 26.8509085927771 178.418717310087 69.8738430884184 1673775865.89873 183.181818181818 71508.4673632603 147.150113301666 0
"49" 2790 1.05122926276463 7.72224408468244 2.21970361145704 210995612.059388 50.7272727272727 4072.50077839502 0 0.505627867995019
"50" 2850 40.9439788293898 433.24200747198 183.865867995019 2732782590.29673 542.363636363636 118097.723349648 81.7961676325957 0
"51" 2864 6.52981544209215 182.159912826899 34.5415716064757 1187562707.42721 249 21677.2124958665 13.1076868906132 0
"52" 2872 20.2707496886675 683.679449564134 116.531175591532 2111721516.12299 369.272727272727 57673.9612959228 186.712573199429 0
"53" 2876 21.3150640099626 575.769820672478 133.74399750934 1629253105.44476 336.636363636364 61289.974680251 20.9633563271477 0
"54" 3098 5.51527566625156 12.4955566625156 27.8032229140722 1242846522.28824 216.818181818182 18611.365064663 86.1846661931626 0
"55" 3130 3.28256737235367 43.5275790784558 12.2989638854297 609808834.007127 93.9090909090909 10796.2968378889 109.812545046874 0
"56" 3131 10.0277354919054 151.951469489415 35.714199252802 1131993994.93137 131.545454545455 30021.0837633041 237.907768985408 0
"57" 3138 4.42719750933998 59.6911930261519 22.8198156911582 779557054.899971 154.727272727273 14811.2906982456 37.8210974476887 0
"58" 3140 23.6634829389788 324.906831880448 64.8142814445828 1726369203.74815 209.818181818182 68326.5325619567 319.643643352452 0
"59" 3149 26.1974204234122 330.512134495641 70.961100871731 1679977556.19511 189.090909090909 72828.2214865494 344.772225105225 0
"60" 3178 5.80630087173101 83.8245853051059 25.5922590286426 533737270.595815 84.4545454545455 17105.5486890008 19.276441699064 0
"61" 3297 10.3056403486924 92.3204657534246 43.7428916562889 744503528.912029 92.2727272727273 29807.8311843706 205.426666182405 0
"62" 3497 18.0193479452055 158.591419676214 51.8873823163138 1048361708.79288 220.545454545455 57542.170468788 0 861.302503278456
"63" 3644 3.05231457036115 13.4445529265255 10.7318630136986 322724985.590352 97.5454545454545 9994.34503886675 11.0596515691158 0
"64" 3775 10.7066874221669 57.0098480697385 43.6927198007472 933429114.194684 173.636363636364 29414.8049126257 29.3877110546361 0
"65" 3776 3.39717110834371 23.9879352428394 13.3464557907846 749410129.962567 130 10662.3919066954 98.71378783742 0
"66" 3788 5.96074445828144 37.1585678704857 18.393496886675 1059852297.12881 197.181818181818 18500.1198533081 146.665727234863 0
"67" 3796 3.11808642590286 21.8228542963885 13.9746799501868 525638646.238641 128.818181818182 9353.12627329763 32.4048557409714 0
"68" 3936 3.38406575342466 19.9275666251557 15.0397907845579 775641105.615425 138.545454545455 9789.29332496789 22.4239400527293 0
"69" 3945 0.951888418430884 8.42224906600249 5.39077957658779 442812381.350252 79.7272727272727 3526.62658176687 13.5300236368618 0
"70" 3946 2.38698505603985 26.5910759651308 15.858505603985 477275456.48837 72.0909090909091 7307.28959724732 14.0487465877958 3.28918701967621
"71" 3947 12.8307290161893 399.752665006227 84.657200498132 1002892073.37351 236.090909090909 36277.9856188722 16.9308200484269 0
"72" 3948 18.9896079701121 193.801890410959 79.3997534246575 1887244572.65906 252.454545454545 54453.9061826286 262.892404812723 0
"73" 4054 2.86072801992528 26.9052204234122 19.0406824408468 290212314.259294 62.6363636363636 8636.4948375198 3.97740724963935 0
"74" 4072 3.83721843088418 57.0646151930261 21.3160149439602 696013458.379178 154 12590.2806451592 26.7804519242839 155.649856567621
"75" 4158 14.9383337484433 64.0753773349938 89.7549290161894 1241018003.15391 257.363636363636 48814.863099727 62.7694898081111 0
"76" 4162 11.925303113325 54.9052826899128 47.9683337484434 1031992311.94802 215 36361.1102272229 25.6421429198272 88.5734840405977
"77" 6002 28.3079584059776 121.121118306351 85.3596338729762 3169312939.52031 403.909090909091 78793.1896069899 172.220533396852 1183.62980911756
"78" 6004 20.3441153175592 325.442316313823 71.8201220423412 2312788853.62551 247.636363636364 59548.6006387651 223.353457289664 21.2897289041096
"79" 6016 5.48782191780822 23.4588792029888 20.345100871731 890498772.689585 127.545454545455 16377.689248815 25.0355307649808 0
"80" 6017 12.2644732254047 54.6752552926525 29.262296388543 1928898675.50254 238.636363636364 37202.9305829036 114.698829710569 0
"81" 6095 14.8867100871731 55.5589315068493 59.0284433374844 1250615651.1338 217.909090909091 44755.7634233664 46.3871420236872 0
"82" 6139 21.2197066002491 83.2662141967621 119.930515566625 1204576205.64519 131.181818181818 65148.2580772139 125.499070445828 0
"83" 6146 42.2081676214197 166.115095890411 124.363922789539 2507637764.33066 575.181818181818 137029.49998397 264.166100813948 0
"84" 6147 31.4747158156912 181.613823163138 111.685544209216 1845480280.87529 427.272727272727 102516.191989898 337.569077257285 0
"85" 6155 15.5988727272727 138.039103362391 54.278102117061 1385818043.36878 237.545454545455 45291.8854328936 52.5847727163138 0
"86" 6178 11.3115354919054 38.6231681195517 35.3478306351183 732874760.446451 107.181818181818 32138.1526539721 26.1508810671034 0
"87" 6193 19.687599750934 67.9814769613948 76.8735541718555 1094762612.36873 148.636363636364 57303.3105354605 0 174.221946996762
"88" 6248 8.43014894146949 35.9017708592777 54.3199950186799 1119221302.26338 117.363636363636 26594.1034633255 77.3631686516861 50.0053552505604
"89" 6264 18.9230938978829 92.1756612702365 55.0919850560398 1757108889.67028 241.454545454545 51897.7532047248 172.914145078304 0
"90" 8042 33.4541459526775 214.028871731009 134.376381070984 1547396845.423 178.545454545455 89227.4065402895 105.58355624631 0
"91" 8102 36.4129594022416 920.709270236613 174.138201743462 2732905216.84532 384.090909090909 104838.441808042 165.574215629162 0
"92" 8226 9.13124483188045 109.975183063512 24.8747671232877 984621574.529935 153.818181818182 26443.4408260289 12.7695776302356 151.350837190535
